protein	pdb/af50m	empty	best_ann	annotation_found	low_information
1483609449	af50m	False	Uncharacterized protein	False	False
1882265186	af50m	False	Uncharacterized protein	False	False
1199937642	af50m	True	NA	NA	NA
1845925994	af50m	True	NA	NA	NA
1199937685	af50m	False	Uncharacterized protein	False	False
1845926060	af50m	True	NA	NA	NA
1199937768	af50m	False	Uncharacterized protein	False	False
1199937844	af50m	False	Uncharacterized protein	False	False
1199937901	af50m	True	NA	NA	NA
1199937963	af50m	True	NA	NA	NA
1199938021	af50m	True	NA	NA	NA
1808210440	af50m	False	Phage protein, HK97 gp10 family	True	False
1199938066	af50m	True	NA	NA	NA
1199938118	af50m	True	NA	NA	NA
1199938125	af50m	True	NA	NA	NA
1199938170	af50m	False	Uncharacterized protein	False	False
1199938223	af50m	False	Macro domain-containing protein	True	False
1199938286	af50m	True	NA	NA	NA
1199938342	af50m	True	NA	NA	NA
2220661550	af50m	False	AP2/ERF domain-containing protein	True	False
1199938380	af50m	True	NA	NA	NA
1199938426	af50m	False	Group I intron endonuclease	True	False
1386683352	af50m	True	NA	NA	NA
2220661738	af50m	True	NA	NA	NA
1386683400	af50m	False	Uncharacterized protein	False	False
2220661831	af50m	False	Uncharacterized protein	False	False
610507868	af50m	True	NA	NA	NA
2220661894	af50m	True	NA	NA	NA
2220661895	af50m	False	Uncharacterized protein	False	False
2220661984	af50m	False	Nucleoside 2-deoxyribosyltransferase	True	False
1896094948	af50m	False	Uncharacterized protein	False	False
2220662047	af50m	True	NA	NA	NA
1386683709	af50m	True	NA	NA	NA
1896095053	af50m	False	TYR_PHOSPHATASE_2 domain-containing protein	True	False
2492013907	af50m	False	Uncharacterized protein	False	False
2220662113	af50m	True	NA	NA	NA
2220662181	af50m	True	NA	NA	NA
2492014020	af50m	False	aGPT-Pplase1 domain-containing protein	True	False
1026924240	af50m	True	NA	NA	NA
1026924298	af50m	False	Uncharacterized protein	False	False
1026924336	af50m	False	GIY-YIG domain-containing protein	True	False
1026924382	af50m	False	Phosphoribosyl pyrophosphate synthase	True	False
1026924429	af50m	False	Baseplate wedge protein	True	False
2494013659	af50m	True	NA	NA	NA
2494013699	af50m	False	DSPc domain-containing protein	True	False
954540327	af50m	False	Uncharacterized protein	False	False
2494013742	af50m	False	Phosphoribosyl pyrophosphate synthase	True	False
954540399	af50m	False	Transglycosylase-associated protein	True	True
2494013824	af50m	True	NA	NA	NA
2494013949	af50m	False	Uncharacterized protein	False	False
1209836157	af50m	False	Terminase	True	False
2029232771	af50m	False	Type II toxin-antitoxin system HicB family antitoxin	True	False
1241129642	af50m	False	Antirestriction protein	True	False
1209836217	af50m	True	NA	NA	NA
1209836298	af50m	False	Neck protein	True	False
2091262782	af50m	False	Putative structural protein	True	False
1698243413	af50m	False	Uncharacterized protein	False	False
1209836393	af50m	False	Polynucleotide kinase	True	False
1864377768	af50m	True	NA	NA	NA
1278223972	af50m	True	NA	NA	NA
1278224028	af50m	False	MazG-like family protein	True	False
1278224075	af50m	False	Minor capsid protein	True	False
1278224148	af50m	True	NA	NA	NA
1278224203	af50m	True	NA	NA	NA
209528700	af50m	False	Phage gp6-like head-tail connector protein	True	False
2071734866	af50m	False	T5orf172 domain-containing protein	True	False
1682779040	af50m	False	Uncharacterized protein	False	False
563784767	af50m	False	GntR family transcriptional regulator	True	False
2306485948	af50m	True	NA	NA	NA
1834462999	af50m	False	T5orf172 domain-containing protein	True	True
1278226401	af50m	True	NA	NA	NA
1585557732	af50m	False	Uncharacterized protein	False	False
2082222359	af50m	False	Uncharacterized protein	False	False
1682780564	af50m	True	NA	NA	NA
1682780662	af50m	False	Uncharacterized protein	False	False
2333487678	af50m	True	NA	NA	NA
334738032	af50m	False	Uncharacterized protein	False	False
334738077	af50m	False	DNA_pol_B_exo1 domain-containing protein	True	False
334738150	af50m	False	Holliday junction resolvasome RuvABC endonuclease subunit	True	False
334738210	af50m	True	NA	NA	NA
2296132408	af50m	False	SGNH_hydro domain-containing protein	True	False
334738254	af50m	True	NA	NA	NA
2095887189	af50m	False	Morphogenetic protein	True	False
334738297	af50m	True	NA	NA	NA
1278227333	af50m	False	Phosphoesterase	True	False
334738334	af50m	True	NA	NA	NA
2441065805	af50m	True	NA	NA	NA
2441065922	af50m	False	DHH family phosphoesterase	True	False
529282547	af50m	True	NA	NA	NA
1817916976	af50m	True	NA	NA	NA
529282626	af50m	False	Uncharacterized protein	False	False
2095887989	af50m	True	NA	NA	NA
529282689	af50m	False	Guanylate kinase	True	True
529282782	af50m	True	NA	NA	NA
723007238	af50m	False	Fe2OG dioxygenase domain-containing protein	True	False
2306488305	af50m	True	NA	NA	NA
371767302	af50m	False	Phage antitermination protein Q	True	False
1585559684	af50m	True	NA	NA	NA
2289973511	af50m	True	NA	NA	NA
1103771982	af50m	False	NTP pyrophosphatase (Non-canonical NTP hydrolase)	True	False
1613838769	af50m	False	Uncharacterized protein	False	False
2289973803	af50m	False	Structural protein	True	False
2289973877	af50m	True	NA	NA	NA
2289973895	af50m	False	Uncharacterized protein	False	False
148912780	af50m	False	Phage tape measure protein	True	False
8895163	af50m	False	Uncharacterized protein	False	False
148912877	af50m	False	CMP deaminase	True	False
2289974017	af50m	True	NA	NA	NA
2449456373	af50m	True	NA	NA	NA
164609282	af50m	True	NA	NA	NA
2289974539	af50m	True	NA	NA	NA
2449456423	af50m	True	NA	NA	NA
164609335	af50m	True	NA	NA	NA
2449456481	af50m	False	Globin	True	False
164609398	af50m	True	NA	NA	NA
2449456530	af50m	True	NA	NA	NA
2289974701	af50m	True	NA	NA	NA
164609461	af50m	True	NA	NA	NA
2449456601	af50m	True	NA	NA	NA
2289974761	af50m	False	PD-(D/E)XK nuclease superfamily protein	True	False
164609524	af50m	True	NA	NA	NA
2289974785	af50m	False	Uncharacterized protein	False	False
164609576	af50m	True	NA	NA	NA
2449456685	af50m	False	Uncharacterized protein	False	False
2449456733	af50m	True	NA	NA	NA
164609633	af50m	True	NA	NA	NA
164609685	af50m	False	Uncharacterized protein	False	False
2057486026	af50m	True	NA	NA	NA
2057486118	af50m	True	NA	NA	NA
1278230326	af50m	True	NA	NA	NA
1278230430	af50m	False	Uncharacterized protein	False	False
1825587187	af50m	True	NA	NA	NA
82657841	af50m	True	NA	NA	NA
82657882	af50m	False	RPOLA_N domain-containing protein	True	False
82657916	af50m	False	Major capsid protein	True	False
2234368637	af50m	True	NA	NA	NA
2234368788	af50m	False	Uncharacterized protein	False	False
1938473897	af50m	False	DAO domain-containing protein	True	False
1825588181	af50m	False	FluMu_N domain-containing protein	True	False
359842934	af50m	True	NA	NA	NA
1825588382	af50m	True	NA	NA	NA
359842988	af50m	True	NA	NA	NA
469615793	af50m	True	NA	NA	NA
359843066	af50m	True	NA	NA	NA
359843115	af50m	True	NA	NA	NA
359843184	af50m	True	NA	NA	NA
2316420513	af50m	False	Ribonuclease III	True	True
1825588739	af50m	False	Terminase	True	False
1585563186	af50m	True	NA	NA	NA
2220672898	af50m	True	NA	NA	NA
1003341910	af50m	False	Bacteriophage terminase small subunit	True	False
2416396400	af50m	True	NA	NA	NA
1003341982	af50m	False	DUF5664 domain-containing protein	False	True
952977587	af50m	True	NA	NA	NA
940329313	af50m	True	NA	NA	NA
2416396831	af50m	False	RepB_primase domain-containing protein	True	False
149408294	af50m	False	CMP/dCMP-type deaminase domain-containing protein	True	False
372001330	af50m	True	NA	NA	NA
2416396874	af50m	False	Uncharacterized protein	False	False
1735346862	af50m	True	NA	NA	NA
1735346934	af50m	False	DNA-directed RNA polymerase	True	False
965692225	af50m	False	Discoidin domain-containing protein	True	False
1015794509	af50m	False	Uncharacterized protein	False	False
1015794594	af50m	False	Uncharacterized protein	False	False
1774636175	af50m	False	Uncharacterized protein	False	False
1585564926	af50m	True	NA	NA	NA
1735347551	af50m	False	Uncharacterized protein	False	False
2416397664	af50m	False	Virion structural protein	True	False
2095861128	af50m	False	Burkholderia phage Bcep781 gp05	True	False
2095861198	af50m	True	NA	NA	NA
1735347763	af50m	False	Putative RNA polymerase beta' subunit	True	False
1562103676	af50m	True	NA	NA	NA
2116899608	af50m	False	RNA polymerase sigma factor	True	False
2116899678	af50m	True	NA	NA	NA
2040222787	af50m	False	DUF2786 domain-containing protein	False	True
2040222852	af50m	False	Holliday junction-specific endonuclease	True	False
2040222898	af50m	False	Lon protease-like protein	True	False
2040223129	af50m	False	Uncharacterized protein	False	False
325048361	af50m	True	NA	NA	NA
936761421	af50m	True	NA	NA	NA
1168037976	af50m	True	NA	NA	NA
2203408519	af50m	True	NA	NA	NA
401823954	af50m	False	Virion morphogenesis protein	True	False
1428085200	af50m	True	NA	NA	NA
1384045152	af50m	True	NA	NA	NA
2065947243	af50m	False	Lar family restriction alleviation protein	True	False
846388374	af50m	False	Putative phage-like protein	False	False
2425642480	af50m	False	Alpha-1,2-mannosidase	True	False
2273796231	af50m	False	RepB_primase domain-containing protein	True	True
1428087038	af50m	False	Uncharacterized protein	False	False
1428087104	af50m	False	N4 gp25-like protein	True	False
2177196440	af50m	True	NA	NA	NA
1188258244	af50m	False	Phage integrase	True	False
2177196499	af50m	True	NA	NA	NA
1585635894	af50m	False	Uncharacterized protein	False	False
1585635974	af50m	True	NA	NA	NA
1585636030	af50m	True	NA	NA	NA
1585636094	af50m	True	NA	NA	NA
1585636136	af50m	True	NA	NA	NA
1585636189	af50m	True	NA	NA	NA
1585636252	af50m	True	NA	NA	NA
2095866896	af50m	False	PEGA domain protein	True	False
2019615868	af50m	False	Uncharacterized protein	False	False
2019615923	af50m	False	Uncharacterized protein	False	False
2019615968	af50m	False	Uncharacterized protein	False	False
2214225132	af50m	False	Uncharacterized protein	False	False
2095867151	af50m	False	DUF5664 domain-containing protein	False	True
2019616018	af50m	True	NA	NA	NA
2019616072	af50m	False	Phage tail protein	True	False
2019616120	af50m	False	DUF488 family protein	False	True
371779610	af50m	True	NA	NA	NA
2395596844	af50m	False	Transcriptional regulator	True	False
1585637507	af50m	True	NA	NA	NA
1585637508	af50m	True	NA	NA	NA
2476107926	af50m	False	Putative structural protein	True	True
1585637574	af50m	True	NA	NA	NA
1585637580	af50m	True	NA	NA	NA
1971775860	af50m	False	Major capsid protein, N4-gp56 family	True	False
1971775921	af50m	True	NA	NA	NA
1995959743	af50m	False	Uncharacterized protein	False	False
1021472663	af50m	True	NA	NA	NA
1900769283	af50m	True	NA	NA	NA
1021472787	af50m	True	NA	NA	NA
1900769377	af50m	True	NA	NA	NA
2419093712	af50m	False	Phage-tail_3 domain-containing protein	True	False
2419093754	af50m	True	NA	NA	NA
2476110104	af50m	False	Putative Structural phage protein	True	False
2476110189	af50m	False	Uncharacterized protein	False	False
2419093894	af50m	True	NA	NA	NA
985788835	af50m	False	Pbcv-1 dna ligase	True	False
1774219701	af50m	False	Plastid ribosomal protein L11	True	False
985788935	af50m	True	NA	NA	NA
2419094068	af50m	False	Structural protein	True	True
2074145503	af50m	False	Uncharacterized protein	False	False
2314662680	af50m	True	NA	NA	NA
1736635527	af50m	True	NA	NA	NA
1769043097	af50m	False	Lytic transglycosylase catalytic	True	False
1269167585	af50m	True	NA	NA	NA
2095937023	af50m	False	CMP deaminase	True	False
1269167659	af50m	True	NA	NA	NA
2162914866	af50m	False	Uncharacterized protein	False	False
2395567981	af50m	False	DUF4760 domain-containing protein	False	True
1608087620	af50m	True	NA	NA	NA
1608087690	af50m	True	NA	NA	NA
2569304252	af50m	True	NA	NA	NA
1269168346	af50m	False	TIGR04255 family protein	True	False
2347366733	af50m	True	NA	NA	NA
2569304429	af50m	True	NA	NA	NA
2347366785	af50m	True	NA	NA	NA
2347366830	af50m	False	Putative RNA polymerase beta' subunit	True	False
1930263180	af50m	False	Uncharacterized protein	False	False
1278278356	af50m	False	Glycosyltransferase family 9 protein	True	False
2190146512	af50m	False	Uncharacterized protein	False	False
2190146574	af50m	True	NA	NA	NA
410025201	af50m	False	SprT-like domain-containing protein	True	False
673938880	af50m	True	NA	NA	NA
1009090002	af50m	False	sorbin and SH3 domain-containing protein 2 isoform X11	True	False
2080079588	af50m	False	Phage_Mu_F domain-containing protein	True	False
2080079656	af50m	False	Uncharacterized protein	False	False
2045509455	af50m	False	Ribosomal L9, C-terminal domain protein	True	True
2080079776	af50m	False	DNA-directed RNA polymerase	True	True
2080079850	af50m	False	Cupin_2 domain-containing protein	True	True
1045463322	af50m	False	Uncharacterized protein	False	False
1321075182	af50m	False	Phage Mu protein F like protein	True	False
161513974	af50m	False	Antirestriction protein	True	False
1338671621	af50m	True	NA	NA	NA
673939988	af50m	True	NA	NA	NA
1321075248	af50m	False	Uncharacterized protein	False	False
968066823	af50m	False	Uncharacterized protein	False	False
1930266404	af50m	False	Uncharacterized protein	False	False
1417808026	af50m	False	Uncharacterized protein	False	False
1870366912	af50m	True	NA	NA	NA
2468022682	af50m	False	HNH endonuclease	True	False
147917368	af50m	True	NA	NA	NA
590121715	af50m	True	NA	NA	NA
590121777	af50m	False	HPr domain-containing protein	True	False
424512771	af50m	False	Lysophospholipase L1-like esterase	True	False
604671243	af50m	False	Phage Mu Mom-like protein	True	False
2492075361	af50m	True	NA	NA	NA
1908379251	af50m	True	NA	NA	NA
1908379377	af50m	False	TciA	True	False
383389590	af50m	True	NA	NA	NA
2512621507	af50m	False	Tr-type G domain-containing protein	True	False
383389649	af50m	True	NA	NA	NA
383389699	af50m	True	NA	NA	NA
383389749	af50m	False	Phage_base_V domain-containing protein	True	False
383389804	af50m	False	PEP-CTERM domain-containing protein	True	False
383389851	af50m	False	Riboflavin biosynthesis intermediates N-glycosidase	True	False
2492010665	af50m	False	Tail tubular protein B	True	False
383389942	af50m	True	NA	NA	NA
974131665	af50m	False	Minor tail protein U	True	False
2127008257	af50m	False	Replication protein	True	False
1336447745	af50m	False	Fe2OG dioxygenase domain-containing protein	True	False
919049003	af50m	False	Uncharacterized protein	False	False
1336447789	af50m	False	E1_FCCH domain-containing protein	True	False
1336447912	af50m	False	DNA-binding NarL/FixJ family response regulator	True	False
1483609448	af50m	False	Uncharacterized protein	False	False
1882265183	af50m	False	Transcription elongation protein SprT	True	False
1882265425	af50m	True	NA	NA	NA
1199937641	af50m	True	NA	NA	NA
1845925993	af50m	True	NA	NA	NA
1199937684	af50m	False	Uncharacterized protein	False	False
1845926059	af50m	True	NA	NA	NA
1199937767	af50m	True	NA	NA	NA
1199937839	af50m	True	NA	NA	NA
1199937899	af50m	True	NA	NA	NA
1199937962	af50m	True	NA	NA	NA
1199938020	af50m	True	NA	NA	NA
1199938064	af50m	False	OMP1641	True	False
1199938116	af50m	True	NA	NA	NA
1199938124	af50m	False	Acetyltransferase (GNAT) family protein	True	False
1199938168	af50m	False	Uncharacterized protein	False	False
1199938222	af50m	True	NA	NA	NA
1199938284	af50m	False	VgrG-related protein	True	False
1199938339	af50m	True	NA	NA	NA
1199938379	af50m	False	Uncharacterized protein	False	False
606214992	af50m	True	NA	NA	NA
1199938424	af50m	True	NA	NA	NA
1386683351	af50m	False	ATP-binding protein	True	False
2220661734	af50m	False	Uncharacterized protein	False	False
1386683399	af50m	False	Uncharacterized protein	False	False
2220661830	af50m	False	Uncharacterized protein	False	False
610507866	af50m	True	NA	NA	NA
2220661891	af50m	False	Uncharacterized protein	False	False
2220661981	af50m	True	NA	NA	NA
1896094947	af50m	False	Baseplate_J domain-containing protein	True	True
2220662045	af50m	True	NA	NA	NA
2531269916	af50m	True	NA	NA	NA
1896095051	af50m	False	Uncharacterized protein	False	False
2220662106	af50m	False	GPW_gp25 domain-containing protein	True	False
2220662180	af50m	False	Uncharacterized protein	False	False
2492014019	af50m	False	AAA domain-containing protein	True	False
1026924239	af50m	True	NA	NA	NA
1026924297	af50m	False	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	True	False
1026924335	af50m	False	Neck protein	True	False
1026924381	af50m	False	Nicotinamide phosphoribosyl transferase	True	False
1026924428	af50m	False	GPW_gp25 domain-containing protein	True	False
2494013698	af50m	True	NA	NA	NA
2494013740	af50m	True	NA	NA	NA
2494013784	af50m	False	DSPc domain-containing protein	True	False
954540398	af50m	False	Terminase	True	False
1241129443	af50m	False	Uncharacterized protein	False	False
2494013948	af50m	False	Virion structural protein	True	False
1209836153	af50m	True	NA	NA	NA
1209836216	af50m	True	NA	NA	NA
1209836295	af50m	False	Phage tail protein	True	False
2091262762	af50m	False	Uncharacterized protein	False	False
1698243411	af50m	True	NA	NA	NA
1209836391	af50m	False	DUF2693 domain-containing protein	False	True
17736969	af50m	False	Acetylmuramidase	True	False
1864377761	af50m	False	Uncharacterized protein	False	False
2554111395	af50m	False	Uncharacterized protein	False	False
1278223971	af50m	False	Uncharacterized protein	False	False
1278224024	af50m	False	Uncharacterized protein	False	False
1278224073	af50m	False	Minor capsid protein	True	False
1278224144	af50m	True	NA	NA	NA
1278224202	af50m	True	NA	NA	NA
114796389	af50m	True	NA	NA	NA
209528699	af50m	False	Collagen-like protein	True	False
2071734860	af50m	False	Uncharacterized protein	False	False
563784765	af50m	True	NA	NA	NA
1834462597	af50m	False	Uncharacterized protein	False	False
1834462998	af50m	False	Methyltransf_11 domain-containing protein	True	True
1278226399	af50m	False	Single-stranded DNA-binding protein	True	True
2082222355	af50m	False	Prophage PSSB64-02	True	False
1682780563	af50m	False	Terminase small subunit	True	False
1682780661	af50m	False	Uncharacterized protein	False	False
2333487670	af50m	False	Uncharacterized protein	False	False
334738031	af50m	True	NA	NA	NA
334738076	af50m	False	Uncharacterized protein	False	False
2296132305	af50m	False	J domain-containing protein	True	False
334738148	af50m	False	Fe2OG dioxygenase domain-containing protein	True	False
2296132356	af50m	False	Deacetylase sirtuin-type domain-containing protein	True	False
334738209	af50m	True	NA	NA	NA
334738253	af50m	True	NA	NA	NA
2095887184	af50m	False	Uncharacterized protein	False	False
334738295	af50m	True	NA	NA	NA
1278227330	af50m	True	NA	NA	NA
334738333	af50m	True	NA	NA	NA
33338635	af50m	False	Mu-like prophage protein gp37	True	True
2441065793	af50m	False	DUF5664 domain-containing protein	False	True
2441065919	af50m	False	Metallophos domain-containing protein	True	False
529282543	af50m	True	NA	NA	NA
1817916974	af50m	True	NA	NA	NA
529282625	af50m	False	Uncharacterized protein	False	False
2095887986	af50m	False	Uncharacterized protein	False	False
529282688	af50m	True	NA	NA	NA
1585559257	af50m	False	Uncharacterized protein	False	False
529282781	af50m	True	NA	NA	NA
2306488215	af50m	False	DNA polymerase III subunit alpha	True	False
1103771664	af50m	False	Uncharacterized protein	False	False
1596078108	af50m	True	NA	NA	NA
1585559683	af50m	False	Uncharacterized protein	False	False
1613838766	af50m	False	Putative structural phage protein	True	False
1613838767	af50m	False	Uncharacterized protein	False	False
2289973876	af50m	True	NA	NA	NA
2289973893	af50m	False	Uncharacterized protein	False	False
8895158	af50m	True	NA	NA	NA
2289974014	af50m	True	NA	NA	NA
2422094740	af50m	False	Uncharacterized protein	False	False
2449456370	af50m	True	NA	NA	NA
164609281	af50m	True	NA	NA	NA
2289974537	af50m	True	NA	NA	NA
2449456422	af50m	True	NA	NA	NA
164609333	af50m	True	NA	NA	NA
2289974620	af50m	True	NA	NA	NA
2449456480	af50m	True	NA	NA	NA
164609396	af50m	True	NA	NA	NA
2449456529	af50m	True	NA	NA	NA
2289974700	af50m	False	Zinc-ribbon domain protein	True	False
164609459	af50m	False	Uncharacterized protein	False	False
2449456600	af50m	True	NA	NA	NA
164609522	af50m	True	NA	NA	NA
164609573	af50m	True	NA	NA	NA
2449456684	af50m	False	Uncharacterized protein	False	False
22855226	af50m	True	NA	NA	NA
2418523727	af50m	False	Uncharacterized protein	False	False
2449456732	af50m	True	NA	NA	NA
164609630	af50m	True	NA	NA	NA
164609684	af50m	False	Uncharacterized protein	False	False
1278230325	af50m	False	AP2 domain-containing protein	True	False
1278230429	af50m	False	Phage tail protein	True	False
1825587333	af50m	True	NA	NA	NA
82657840	af50m	False	Chitinase	True	False
82657881	af50m	True	NA	NA	NA
2234368633	af50m	False	Uncharacterized protein	False	False
2234368784	af50m	False	Uncharacterized protein	False	False
1825588180	af50m	False	CARDB domain-containing protein	True	False
359842933	af50m	True	NA	NA	NA
469615784	af50m	False	Uncharacterized protein	False	False
359842987	af50m	False	Uncharacterized protein	False	False
359843065	af50m	True	NA	NA	NA
259048697	af50m	True	NA	NA	NA
359843114	af50m	True	NA	NA	NA
359843183	af50m	True	NA	NA	NA
2316420507	af50m	False	Putative structural protein	True	False
1825588737	af50m	False	4Fe-4S ferredoxin-type domain-containing protein	True	False
1585563185	af50m	True	NA	NA	NA
1825588824	af50m	False	Terminase	True	False
1003341845	af50m	True	NA	NA	NA
1003341909	af50m	False	PBSX family phage terminase large subunit	True	False
952977513	af50m	False	Uncharacterized protein	False	False
2416396399	af50m	True	NA	NA	NA
1003341981	af50m	False	Phosphoesterase	True	False
952977586	af50m	False	AKAP7_NLS domain-containing protein	True	True
952977634	af50m	False	Uncharacterized protein	False	False
1595689382	af50m	False	Uncharacterized protein	False	False
2416396830	af50m	True	NA	NA	NA
372001326	af50m	False	CMP/dCMP-type deaminase domain-containing protein	True	True
2416396873	af50m	False	Exodeoxyribonuclease VIII	True	True
1735346860	af50m	True	NA	NA	NA
1735346921	af50m	False	Uncharacterized protein	False	False
965692171	af50m	False	DEAD/DEAH box helicase	True	False
965692222	af50m	True	NA	NA	NA
1789807483	af50m	False	GntR family transcriptional regulator	True	False
1015794593	af50m	False	Putative prophage PSSB64-02, Orf10	True	False
1774636173	af50m	True	NA	NA	NA
1585564925	af50m	False	Sulfur carrier protein ThiS	True	False
953699651	af50m	True	NA	NA	NA
1735347593	af50m	True	NA	NA	NA
2095861192	af50m	False	Uncharacterized protein	False	False
1735347724	af50m	False	Virion structural protein	True	False
1735347851	af50m	True	NA	NA	NA
1735347893	af50m	True	NA	NA	NA
1776602878	af50m	True	NA	NA	NA
323145850	af50m	True	NA	NA	NA
2116899606	af50m	False	POLAc domain-containing protein	True	False
2116899675	af50m	False	POLAc domain-containing protein	True	False
2040222851	af50m	False	5'-deoxynucleotidase	True	False
2040222897	af50m	False	BIG2 domain-containing protein	True	False
2079971054	af50m	False	GIY-YIG domain-containing protein	True	False
2079971214	af50m	True	NA	NA	NA
394778541	af50m	False	GIY-YIG domain-containing protein	True	False
1168037852	af50m	False	Uncharacterized protein	False	False
2111756341	af50m	False	Uncharacterized protein	False	False
936761419	af50m	False	Uncharacterized protein	False	False
1168037965	af50m	False	DUF669 domain-containing protein	False	True
1168037972	af50m	False	Uncharacterized protein	False	False
2203408517	af50m	False	Metallophos domain-containing protein	True	False
339892397	af50m	False	Uncharacterized protein	False	False
401824042	af50m	False	Helix-turn-helix transcriptional regulator	True	False
401824043	af50m	False	Ner-like protein	True	False
936761744	af50m	True	NA	NA	NA
1384045151	af50m	True	NA	NA	NA
2065947239	af50m	False	Uncharacterized protein	False	False
2575751889	af50m	True	NA	NA	NA
846388370	af50m	False	Uncharacterized protein	False	False
2287984051	af50m	False	Sigma-70 family RNA polymerase sigma factor	True	False
2425642427	af50m	False	Phage nucleotide-binding protein	True	False
2425642478	af50m	False	HK97 gp10 family phage protein	True	False
2287984121	af50m	True	NA	NA	NA
1625841186	af50m	True	NA	NA	NA
2273796230	af50m	False	Uncharacterized protein	False	False
1428087037	af50m	False	Uncharacterized protein	False	False
1428087103	af50m	True	NA	NA	NA
1188258242	af50m	False	Uncharacterized protein	False	False
1188258243	af50m	False	Uncharacterized protein	False	False
2177196498	af50m	True	NA	NA	NA
1585635893	af50m	True	NA	NA	NA
1585635973	af50m	True	NA	NA	NA
1585636028	af50m	True	NA	NA	NA
1585636090	af50m	True	NA	NA	NA
2536989470	af50m	False	GIY-YIG domain-containing protein	True	False
1585636134	af50m	True	NA	NA	NA
1585636188	af50m	True	NA	NA	NA
1585636250	af50m	False	Phage tail protein	True	True
2019615866	af50m	True	NA	NA	NA
2019615920	af50m	True	NA	NA	NA
2019615967	af50m	False	Uncharacterized protein	False	False
2214225131	af50m	False	Uncharacterized protein	False	False
2095867141	af50m	False	VWA domain-containing protein	True	False
2019616017	af50m	False	Uncharacterized protein	False	False
2019616071	af50m	False	Tail protein	True	False
2019616119	af50m	True	NA	NA	NA
2395596842	af50m	True	NA	NA	NA
1585637503	af50m	True	NA	NA	NA
1585637573	af50m	False	Nmad5 domain-containing protein	True	False
2579720474	af50m	True	NA	NA	NA
1971775858	af50m	False	FluMu_N domain-containing protein	True	False
1971775859	af50m	False	Cell division GTPase FtsZ	True	False
1971775915	af50m	False	Methyltransferase	True	True
1971775919	af50m	False	Bacteriophage lysis protein	True	False
1995959740	af50m	False	Restriction alleviation protein, Lar family	True	False
1021472652	af50m	False	Uncharacterized protein	False	False
1900769280	af50m	False	Uncharacterized protein	False	False
1021472784	af50m	True	NA	NA	NA
1900769375	af50m	False	Putative nucleotidyltransferase	True	False
2419093711	af50m	False	Phage-tail_3 domain-containing protein	True	False
2476110103	af50m	False	SPP1 family predicted phage head-tail adaptor	True	False
2419093815	af50m	False	Phage-tail_3 domain-containing protein	True	False
2476110187	af50m	False	DNA_LIGASE_A3 domain-containing protein	True	False
2419093893	af50m	True	NA	NA	NA
1774219700	af50m	False	Major capsid protein	True	False
2419094067	af50m	False	Putative phage protein, HK97 gp10 family	True	False
2074145502	af50m	False	DNA (cytosine-5-)-methyltransferase	True	False
1269167583	af50m	False	DNA-directed DNA polymerase	True	False
1269167658	af50m	False	Mtd_N domain-containing protein	True	False
2395567980	af50m	False	Peptidase_S24 domain-containing protein	True	False
2095937453	af50m	False	DnaT domain-containing protein	True	True
1608087619	af50m	True	NA	NA	NA
1608087689	af50m	False	Putative structural protein	True	False
525334677	af50m	False	Hypothetical transport protein	True	False
1269168335	af50m	False	Uncharacterized protein	False	False
2347366730	af50m	True	NA	NA	NA
2347366731	af50m	True	NA	NA	NA
2347366783	af50m	True	NA	NA	NA
2347366827	af50m	False	Uncharacterized protein	False	False
2347366874	af50m	False	Metallophos domain-containing protein	True	False
2347366914	af50m	False	Uncharacterized protein	False	False
1930263176	af50m	True	NA	NA	NA
1278278355	af50m	False	Norphogenetic protein	True	False
656178049	af50m	True	NA	NA	NA
2190277565	af50m	False	Uncharacterized protein	False	False
2190146508	af50m	False	Uncharacterized protein	False	False
2190146573	af50m	True	NA	NA	NA
2162916385	af50m	False	Putative tail protein	True	False
1009089921	af50m	False	LYZ2 domain-containing protein	True	False
1009090000	af50m	False	AP2 domain-containing protein	True	False
2080079585	af50m	True	NA	NA	NA
2080079654	af50m	False	Uncharacterized protein	False	False
2080079774	af50m	False	Tail fiber assembly protein	True	False
2080079849	af50m	False	DUF3592 domain-containing protein	False	True
930349105	af50m	False	Nmad5 domain-containing protein	True	False
161513973	af50m	False	GGDEF domain-containing protein	True	False
1338671620	af50m	False	Uncharacterized protein	False	False
673939984	af50m	True	NA	NA	NA
937263656	af50m	False	Head-tail adaptor protein	True	True
1321075247	af50m	True	NA	NA	NA
968066765	af50m	False	Tail fiber protein	True	False
1417807586	af50m	False	Uncharacterized protein	False	False
1930266351	af50m	False	Mrr_cat domain-containing protein	True	False
968066820	af50m	False	Nuclease	True	False
1417808023	af50m	True	NA	NA	NA
1870366911	af50m	True	NA	NA	NA
2468022675	af50m	False	Prophage PssSM-03, Orf25	True	False
147917367	af50m	True	NA	NA	NA
590121714	af50m	True	NA	NA	NA
590121775	af50m	True	NA	NA	NA
2492075359	af50m	True	NA	NA	NA
1908379246	af50m	False	Recombinase family protein	True	True
1908379315	af50m	True	NA	NA	NA
383389588	af50m	True	NA	NA	NA
2512621501	af50m	True	NA	NA	NA
2512621503	af50m	False	Uncharacterized protein	False	False
383389648	af50m	True	NA	NA	NA
383389697	af50m	False	Cas_Cas4 domain-containing protein	True	False
383389747	af50m	False	DOD-type homing endonuclease domain-containing protein	True	False
